Year,Date,City,Nonfatal_Fatal,Age,Age_Category,Sex,Water_Body,County,Timecat,Time,Victim_Activity,Gator_Fed,Dog_Present,Body_Part_Bitten,Injury_Severity_LowMedHigh,GatorLength_MeasuredOrEst,Length_Feet,Length_Inches,Weight_Lbs,Gator_Sex,GatorObserved_PriorToBite,GatorObserved_DuringBite,VictimStateResidence,AlcoholOrDrugs
1948,30-Jul-48,Weekiwachee,N,,A,F,Weekiwachee Springs,Hernando,Aft,,Swimming,,N,Arm,M,M,9,2,,M,N,Y,Florida,
1950,,,N,15,T,F,,N/A,,,Swimming,,,Leg (Knee),M,,,,,,N,Y,,
1952,16-Sep-52,Coral Gables,N,9,C,F,Unnamed rock pit,Dade,,,Fishing,,N,Arm,H,E,6,2,,,N,Y,Florida,
1958,,,N,,A,M,,N/A,,,Snorkeling,,N,Head and unknown other parts,M,,,,,,N,Y,,
1971,11-Jun-71,Village of Palm Springs,N,15,T,M,Lake Sago,Palm Beach,Aft,1415,Swimming,Y,N,Head and face,M,E,10,,,,N,Y,Florida,
1971,20-Jun-71,Bradenton,N,,C,M,"Frog Creek,  Bradenton",Manatee,,,Swimming,,N,"Arm, wrist",M,E,7,,,,N,Y,Florida,
1971,21-Jun-71,Jacksonville,N,15,T,M,St. John's River - Jax,Duval,,,Wading,,,"Shoulder, left",H,,,,,,N,Y,Florida,
1972,16-Jul-72,Ft. Lauderdale,N,10,C,F,Unnamed canal,Broward,,,Wading,Y,N,Arm (Hand and arm),M,E,5,,,,Y,Y,Florida,
1972,20-Jul-72,Lake Worth,N,12,C,M,Unnamed barrow pit,Palm Beach,,,Swimming,,,Abdomen,H,E,8,,,,,Y,Florida,
1972,03-Aug-72,Jacksonville,N,6,C,M,Casa Linda Lake,Duval,Aft,1230,Wading,,N,Leg,M,E,8,,,,N,Y,Florida,
1973,05-Jul-73,Tarpon Springs,N,10,C,M,Lake Tarpon,Pinellas,Eve,2000,Wading,,Y,"Leg, left",M,E,8,5,,,N,Y,Florida,
1973,16-Aug-73,Sarasota,F,16,T,F,Oscar Scherer St. Pk. - swimming pond,Sarasota,Dusk,,Swimming,,N,"Torso, arm",H,M,11,3,,M,,,Florida,N
1973,16-Sep-73,Davie,N,13,T,M,South New River Canal,Broward,Mor,1000,Swimming,,N,Chest and back,M,E,9,,,,Y,Y,Florida,
1974,18-Jun-74,Coral Springs,N,10,C,F,Unnamed canal,Broward,Eve,1930,Fishing,,N,Leg (lower left),M,,,,,,N,Y,Florida,
1974,29-Jul-74,Lake Worth,N,14,T,M,Lake Osborne,Palm Beach,Day,,Swimming,Y,,"Arm and chest, right",M,,,,,,,,Florida,
1974,01-Aug-74,Kissimmee,N,10,C,M,YMCA Camp canal,Osceola,Day,,Swimming,,N,Leg and foot,M,M,9,,,,N,Y,,
1974,15-Aug-74,Ormond Beach,N,16,T,M,Tomoka River,Volusia,Eve,1930,Swimming,Y,N,Arm first and by other arm and head,M,M,11,4,,,N,Y,Florida,
1975,16-Jun-75,Lakeland,N,45,A,M,Saddle Creek Park,Polk,Aft,1630,Swimming,,N,Torso (chest and shoulder),H,M,11,9,,M,N,Y,Florida,
1975,30-Jun-75,Tarpon Springs,N,14,T,M,Lake Tarpon,Pinellas,Aft,1600,Swimming,,N,"Leg, thigh just above knees",M,E,8,,,,N,Y,Florida,
1975,05-Jul-75,Ft. Myers,N,10,C,F,Judd Park canal,Lee,Aft,1745,Wading,,N,"Leg, thigh",M,E,5,,,,N,Y,Florida,
1975,22-Oct-75,Eureka,N,34,A,M,Ocklawaha River,Marion,Aft,1300,Wading,,N,"Abdomen, chest and arm",M,,,,,,N,Y,Florida,
1976,01-Apr-76,St. Petersburg,N,14,T,M,Unnamed pond,Pinellas,Aft,1530,Wading,Y,N,Arm,M,E,6,6,,,N,Y,Florida,
1976,25-Aug-76,Dunnellon,N,66,A,M,Rainbow River - Blue Cove,Marion,Nit,2130,Swimming,Y,N,"Arm, left upper",M,,,,,,N,Y,Florida,
1977,13-Mar-77,Tequesta,N,9,C,M,Loxahatchee River,Martin,Aft,1600,Swimming,Y,N,"Leg, hip",M,E,6,,,,Y,Y,Florida,
1977,21-Mar-77,Gainesville,N,21,A,M,Bivens Arm,Alachua,Aft,1600,Swimming,,N,Hand,M,E,5,,,M,Y,Y,Florida,
1977,17-Apr-77,Tampa,N,11,C,F,Robles Park Pond,Hillsborough,Aft,1545,Walking,Y,N,"Leg, lower right",L,E,5,,,,Y,Y,Florida,
1977,24-Apr-77,DeLeon Springs,N,21,A,M,Spring Garden Run,Volusia,Eve,1830,Snorkeling,,N,Head,M,E,6,,,,N,Y,Florida,
1977,04-May-77,Brooker,N,29,A,M,Sampson Creek,Bradford,Dusk,,Wading,,N,"Foot, left",M,E,7,,,,N,Y,Florida,
1977,05-Jun-77,Lake Butler,N,19,A,M,Lake Butler,Union,Nit,200,Swimming,,N,"Abdomen, (Shoulder and back)",M,E,9,,,,N,Y,California,
1977,30-Jun-77,Dunnellon,N,67,A,M,Rainbow River - Blue Cove,Marion,Eve,1930,Swimming,,N,"Head first, and then left hand and",M,E,11,,,,N,Y,Florida,
1977,01-Jul-77,Lakeland,N,8,C,M,Lake Beulah,Polk,,,Swimming,,Y,Arm and hand,H,E,8,,,,N,Y,Florida,
1977,14-Jul-77,West Palm Beach,N,9,C,F,Unnamed pond,Palm Beach,Eve,2000,Boating,,N,"Foot, right",M,E,5,,,,N,Y,Florida,
1977,01-Aug-77,Deerfield Beach,N,60,A,M,Unnamed pond,Broward,Aft,1420,Feeding,Y,N,"Leg, left",M,E,7,,,,N,Y,Florida,
1977,12-Aug-77,Olustee,D,25,A,F,Ocean Pond,Baker,Nit,2400,Wading,,N,Right buttock,M,,,,,,N,Y,,
1977,17-Sep-77,Venice Gardens,N,71,A,F,Forest Lake,Sarasota,Aft,1345,Feeding,Y,N,"Leg, right",M,M,8,1,,,Y,Y,Florida,
1977,28-Sep-77,Punta Gorda,F,52,A,M,Unnamed canal,Charlotte,Eve,2035,Swimming,,,"Arm, head, and leg",H,E,7,6,,,N,Y,Florida,N
1977,02-Oct-77,Port St. Lucie,N,70,A,M,Unnamed pond,St. Lucie,Mor,1045,Landscaping,Y,N,"Arm and hand, head, and leg",H,M,8,,,M,,Y,Florida,
1978,12-May-78,,N,30,A,M,Lake Jesup,Seminole,Eve,1830,Boating,,N,"Leg, right",M,M,12,,,,N,N,Texas,
1978,25-May-78,Okeechobee,N,,A,M,Unnamed creek,Okeechobee,Aft,,Wading,,N,Hand,M,E,8,,,,N,Y,Florida,
1978,28-Jun-78,Deerfield Beach,N,8,C,M,Unnamed canal,Broward,Aft,1500,Wading,Y,N,"Arm, right",H,,,,,,N,Y,New Jersey,
1978,03-Jul-78,Lake Wales,N,23,A,M,Lake Weohyakapka,Polk,Eve,1900,Swimming,,N,"Hand, left, right arm, left arm",M,E,7,,,,N,Y,Florida,
1978,09-Aug-78,Lake Worth,N,12,C,M,Lake Osborne,Palm Beach,Aft,1700,Wading,,N,"Leg, left",M,E,12,,,,N,Y,Tennessee,
1978,10-Sep-78,Palm City,F,14,T,M,Bessie Creek,Martin,,,Swimming,,,Body and arm,H,M,11,1,,M,,,Florida,
1979,17-Jul-79,Inverness,N,8,C,M,Unnamed pond,Citrus,Mor,1030,Swimming,,Y,"Leg, left ankle",M,E,9,,,,N,Y,Florida,
1979,15-Aug-79,Merritt Island,N,18,A,M,Sykes Creek impoundment,Brevard,Aft,1600,Snorkeling,,N,"Arm, right forearm",M,M,8,6,,M,Y,Y,Florida,
1980,30-Apr-80,Maitland,N,25,A,M,Gem Lake,Orange,Aft,1530,Swimming,,N,Right arm and arm pit,M,E,5,,,,Y,Y,Florida,N
1980,09-Aug-80,Avon Park,N,23,A,M,Morgan Creek,Highlands,Aft,1600,Wading,,N,"Foot, right",M,E,4,,,,N,N,Florida,
1980,15-Aug-80,Jacksonville,N,21,A,M,Hanna Park Lake,Duval,Aft,1530,Swimming,,N,"Arm, right",M,M,10,,,M,N,Y,Arkansas,
1980,22-Sep-80,Cross City,N,,A,M,Continental Turpent pond,Dixie,Nit,2100,Walking,Y,N,Leg,M,M,10,4,,M,N,Y,Florida,
1981,,Largo,N,,A,M,Lake Allison,Pinellas,,,Walking,N,,Left calf of leg,M,,,,,,N,Y,Florida,N
1981,21-May-81,Perry,N,24,A,M,Unnamed pond,Taylor,Mor,1130,Fishing,Y,N,"Foot, right",L,M,7,4,,M,N,Y,Florida,
1981,01-Jun-81,Nokomis,N,38,A,F,Myakka River,Sarasota,Nit,2130,Wading,,N,"Leg, right, above knee and below knee",H,E,5,,,,N,Y,Florida,
1981,16-Jun-81,Largo,N,65,A,M,"Lake Alice, Pinellas Co.",Pinellas,Mor,830,Walking,,N,"Leg, left",M,M,7,11,,M,N,Y,Florida,
1981,18-Jun-81,Astor,N,22,A,M,Crooked Lake,Marion,Nit,2230,Swimming,,N,"Feet, left and right",M,E,6,,,M,N,N,Florida,
1981,24-Jun-81,Jupiter,N,,A,M,Unnamed pond,Palm Beach,,,Diving,,,Left hand,L,,,,,,,,Florida,
1981,03-Jul-81,South Ft. Myers,N,12,C,M,Unnamed pond,Lee,Aft,1700,Feeding,Y,N,"Foot, left",L,,,,,,Y,Y,,
1981,04-Jul-81,Merritt Island,N,27,A,M,Unnamed pond,Brevard,Mor,1100,Snorkeling,,N,"Hand, left, and then left arm at elbow",H,M,10,6,,M,N,Y,Florida,
1982,27-Mar-82,Largo,N,69,A,M,Unnamed pond,Pinellas,Aft,1630,Wading,,N,"Arm, right forearm and elbow",M,E,6,,,,N,Y,Florida,
1982,21-Apr-82,Pahokee,N,30,A,M,Unnamed canal,Palm Beach,Mor,900,Diving,N,N,Arm,L,E,5,,,,N,Y,,N
1982,12-Aug-82,West Melbourne,N,36,A,M,Unnamed canal,Brevard,Aft,1730,Landscaping,Y,N,"Hand, left",M,M,6,7,,F,N,Y,Florida,
1982,20-Aug-82,Micanopy,N,20,A,M,Lake Wauberg,Alachua,Aft,1420,Swimming,,N,"Arm, right, 1st above wrist,2nd hum",H,M,9,,,M,Y,Y,Florida,
1982,20-Sep-82,North Port,N,67,A,M,Unnamed pond,Sarasota,Aft,1315,Walking,,N,"Leg, right calf; hand",M,M,10,2,,M,N,Y,,
1982,04-Oct-82,El Jobean,N,39,A,M,"Myakka River, canal",Charlotte,Aft,1400,Swimming,,N,Head and neck,L,E,8,,,,N,Y,Florida,
1982,27-Nov-82,Gainesville,N,41,A,M,"Lake Alice, Univ. of Fla.",Alachua,Aft,1300,Walking,Y,Y,"Foot, right",L,E,8,6,,,N,Y,Florida,
1983,18-May-83,Leesburg,N,67,A,M,Unnamed pond,Lake,Nit,140,Walking,,Y,"Leg, back of left, left and right a",H,M,6,4,,M,N,Y,Florida,
1983,22-Jun-83,Lake Harbor,N,79,A,F,Lake Okeechobee - Lake Harbor,Palm Beach,Aft,1345,Swimming,Y,Y,"Arm, right, above elbow",H,E,8,,,,Y,Y,Florida,
1983,11-Jul-83,Clearwater,N,62,A,M,Unnamed pond,Pinellas,Aft,1700,Wading,,Y,"Arm, right fore",H,M,7,6,,M,N,Y,Florida,
1983,15-Jul-83,Sarasota,N,30,A,M,Lake Foxfire West,Sarasota,Aft,1630,Snorkeling,,N,Flipper,N,E,8,,,,N,Y,Florida,
1983,21-Aug-83,Gainesville,N,29,A,M,"Lake Alice, Univ. of Fla.",Alachua,Aft,1600,Wading,,N,"Foot, left and left hand",M,E,4,6,,,,Y,,
1983,23-Aug-83,Salt Springs,N,50,A,M,Salt Springs,Marion,Aft,1700,Snorkeling,Y,N,Chin and right shoulder,H,M,11,7,,M,Y,Y,New Jersey,
1984,05-May-84,Avon Park,N,14,T,M,Charlie Creek,Hardee,Aft,1700,Swimming,,N,"Buttock , right",M,,,,,,N,N,Florida,
1984,15-May-84,Polk City,N,42,A,M,Unnamed pond,Polk,Eve,1800,Feeding,Y,N,"Thumb, left",M,E,3,6,,,Y,Y,Florida,
1984,01-Jul-84,Orlando,N,21,A,F,South Lake Fairview,Orange,Nit,2230,Swimming,,N,"Leg, left and left hand, bitten twice",H,M,7,2,,F,Y,Y,Florida,
1984,02-Jul-84,Naples,N,30,A,M,Lake Avalon,Collier,Eve,1835,Snorkeling,,N,"Left, chest and shoulder",M,E,10,,,,N,Y,Florida,
1984,06-Aug-84,Port St. Lucie,F,11,C,M,St. Lucie River,St. Lucie,Aft,1755,Swimming,,N,"Torso, left side",H,M,12,5,,M,Y,Y,Florida,N
1985,04-May-85,West Palm Beach,F,27,A,M,C27 Canal - Wellington,Palm Beach,,1530,Swimming,,N,"Neck, leg, fingertips missing",H,,,,,,,,Florida,Y
1985,08-May-85,North Ft. Myers,N,79,A,F,Unnamed pond,Lee,Eve,1830,Landscaping,Y,N,"Hand, right,",H,M,4,8,,F,N,Y,Florida,
1985,05-Jul-85,Astor,N,18,A,M,Alexander Springs,Lake,Eve,1801,Snorkeling,,N,"Head, forehead and back of head",M,M,5,6,,F,N,Y,Florida,
1985,25-Aug-85,Webster,N,10,C,F,Richloam WMA,Sumter,Mor,830,Wading,,N,"Foot, right",L,E,6,6,,,N,Y,,
1985,29-Aug-85,DeBary,N,74,A,M,Lake Monroe,Volusia,Aft,1200,Wading,,N,"Leg, left",H,M,6,4,,F,,Y,Indiana,
1985,06-Sep-85,Ft. Myers Beach,N,53,A,M,Unnamed canal,Lee,Aft,1703,Wading,,N,"Leg, thigh (upper right)",L,E,6,6,,,N,Y,Florida,
1986,18-Mar-86,St. Augustine,N,68,A,M,Unnamed barrow pit,St. Johns,Aft,1600,Walking,,Y,"Arm, left fore",L,,,,,,N,Y,,Y
1986,20-Mar-86,Kissimmee,N,11,C,M,Buena Ventura Lakes pond,Osceola,Aft,1600,Wading,,N,"Leg, left thigh",L,M,5,4,,M,,N,Florida,
1986,02-May-86,Ft. Myers,N,9,C,M,Unnamed pond,Lee,Eve,2000,Walking,,N,"Leg, right",L,M,5,6,,F,N,N,Florida,
1986,25-Jun-86,Keaton Beach,N,62,A,F,Blue Springs Lake,Taylor,Aft,1245,Swimming,,Y,"Shoulder, right, and right arm",M,M,6,10,65,M,N,Y,,
1986,15-Jul-86,Sunrise,N,14,T,M,Unnamed pond,Broward,Eve,1956,Boating,,N,"Chest, left",M,M,5,6,,,N,Y,Florida,
1986,16-Jul-86,Winter Haven,N,3,C,M,Little Lake Eloise,Polk,Eve,2030,Wading,,N,"Arm, left fore",L,E,6,,,,N,Y,Florida,
1986,19-Jul-86,Titusville,N,29,A,M,Indian River - Titusville,Brevard,Nit,230,Boating,,N,"Hand, right and wrist",L,E,3,6,,,N,Y,Florida,
1986,24-Jul-86,Silver Springs,N,25,A,M,King Lake,Marion,Eve,1800,Snorkeling,,N,"Back, upper left and lower right",L,M,5,7,,F,N,N,Florida,
1986,24-Sep-86,Crystal River,N,12,C,M,Miller's Creek,Citrus,Eve,1925,Snorkeling,,N,Head(1st) and left ankle and foot,H,M,11,3,,M,Y,Y,Florida,
1986,10-Oct-86,Lake Buena Vista,N,8,C,M,301 Canal,Orange,Eve,1845,Feeding,,N,"Leg, left",L,M,7,4,,F,N,Y,New Hampshire,
1986,13-Nov-86,Seminole,N,28,A,M,Lake Seminole,Pinellas,Mor,1030,Swimming,,N,Abdomen (left side and back),L,E,8,,,,N,Y,Illinois,
1986,16-Nov-86,Everglades City,N,35,A,M,Stairsteps Unit,Monroe,Mor,1000,Wading,,Y,Leg (knee),L,E,6,,,,N,Y,Florida,
1986,31-Dec-86,Alexander Springs,N,33,A,M,Alexander Springs,Lake,Aft,1600,Snorkeling,,N,"Shoulder, right",L,M,5,1,,M,N,Y,Louisiana,
1987,09-May-87,Ft. White,N,29,A,F,Ichetucknee River,Columbia,Eve,1830,Snorkeling,,N,"Arm, left fore and lower left back.",L,E,5,,,M,N,Y,Georgia,
1987,10-May-87,Lake City,N,32,A,M,Alligator Lake - Columbia Co.,Columbia,Eve,1900,Wading,,N,"Leg, left calf",M,E,4,6,,,N,Y,Florida,
1987,22-Jun-87,Ft. Myers,N,27,A,M,Unnamed pond,Lee,Nit,2230,Swimming,,N,"Foot, right",M,E,5,,,,Y,Y,Florida,
1987,25-Jun-87,Ft. Myers,N,33,A,M,Unnamed pond,Lee,Nit,2300,Other,Y,N,"Foot, right, above toes.",L,M,2,3,,M,N,Y,Florida,
1987,13-Jul-87,Crawfordville,F,29,A,M,Wakulla River,Wakulla,Aft,1400,Snorkeling,,N,"Head, shoulder, arms, and thighs",H,M,11,,,M,,,Florida,
1987,11-Aug-87,Sebring,N,,,M,Hidden Lake pond,Highlands,Aft,1630,Fishing,,N,"Foot, sole of work boot",N,E,9,6,,,Y,Y,Florida,
1987,15-Aug-87,Daytona Beach,N,21,A,M,Shaw Lake,Volusia,Aft,1200,Swimming,,N,"Foot, right",L,E,7,6,,M,N,Y,England,
1987,24-Sep-87,Tampa,N,50,A,M,Unnamed pond,Hillsborough,Mor,1100,Swimming,,N,"Hand, right",L,E,4,,,,N,N,Florida,
1987,24-Dec-87,Port Charlotte,N,12,C,F,Unnamed canal,Charlotte,Aft,1300,Wading,Y,N,"Leg, left thigh above knee",L,E,3,6,,,N,Y,Florida,
1988,13-Jan-88,Naples,N,50,A,M,Unnamed pond,Collier,Aft,1500,Snorkeling,,N,"Head, fore and upper lip, thumb",M,M,8,3,,,N,Y,Florida,
1988,10-Mar-88,Dunedin,N,14,T,M,Unnamed pond,Pinellas,Eve,1845,Fishing,,N,"Foot, right",L,E,5,,,,N,Y,Florida,
1988,25-Mar-88,Lake Worth,N,30,A,M,Unnamed pond,Palm Beach,Aft,1300,Snorkeling,,N,"None, caught by swim fin",N,E,8,,,,N,Y,,
1988,04-Jun-88,Gardens of Gulf Cove,F,4,C,F,Hidden Lake,Charlotte,Eve,1810,Walking,Y,Y,"Torso, upper (right shoulder)",H,M,10,7,,M,N,Y,Florida,N
1988,15-Jul-88,Melbourne,N,14,T,M,Eau Gallie River,Brevard,Aft,1600,Boating,N,N,Left forearm,M,M,7,4,150,F,N,N,Florida,
1988,28-Jul-88,Sanibel,N,35,A,M,Unnamed pond,Lee,Aft,1228,Wading,Y,N,"Foot, right",M,M,6,8,,M,N,Y,Florida,
1988,17-Aug-88,Plantation,N,6,C,M,North New River Canal - finger canal,Broward,Aft,1700,Walking,,N,"Leg, left (1st) and head (2nd)",M,M,7,8,,F,N,Y,,
1988,03-Oct-88,Land O' Lakes,N,30,A,F,Lake Padgett,Pasco,Nit,2230,Swimming,,N,"Leg, left calf",M,,,,,,N,N,Florida,
1988,09-Oct-88,Palm Harbor,N,55,A,F,Unnamed canal,Pinellas,Aft,1300,Boating,,N,"Hand, right",L,M,11,,,M,N,Y,Florida,
